Michael Hart (rower),United Kingdom,British Olympic rower
Michael R. Matz,United States,Equestrian
Michiko Shiokawa,,Volleyball player
Mike Bantom,United States,Basketball player
Mike Sylvester,,Basketball player
Milan Nový,Czechoslovakia,Ice hockey player
Mira Bryunina,,Rower
Miroslav Dvořák (ice hockey),Czechoslovakia,Ice hockey player
Helga Lindner,,Swimmer
Leah Poulos,United States,Speed skater
Marie Sýkorová,,Olympic medalist
James Wilkinson (sailor),,Sailor
Jarmila Kratochvílová,,Athletics (sport) competitor
Einar Sagstuen,,Cross-country skier
John Kolius,,Sailor
Kapka Georgieva,,Rower
Barbara Czekalla,Germany,Volleyball player
Anne Grethe Jensen,Denmark,Danish equestrian
Oddvar Brå,,Cross-country skier
Raelene Boyle,Australia,Australian sprinter
Ramaz Kharshiladze,Soviet Union,Judoka
Regine Heitzer,,Figure skater
Piotr Mowlik,Poland,Polish footballer
Aleksandr Makarov (athlete),,Athletics (sport) competitor
Aleksey Spiridonov,Soviet Union,Athletics (sport) competitor
Danny Clark (cyclist),Australia,Australian racing cyclist
David Maxwell (rower),United Kingdom,Olympic silver medalist
Georgi Todorov (weightlifter),,Weightlifter
Gilberto Carrillo,Cuba,Boxer
Nadezhda Chernyshova,,Rower
Calvin Coffey,United Kingdom,Olympic medalist in rowing
Vladimir Lovetskiy,Soviet Union,Soviet sprinter
Vladimir Ulanov,Russia,Volleyball player
Walter Steiner,,Ski jumper
Jim Brewer (basketball),United States,Basketball player
Andreas Schulz,Germany,Rower
Andrew Justice,United Kingdom,Rower
Andrzej Gronowicz,Poland,Polish canoeist
Fabrizio Della Fiori,,Basketball player
Norbert Sattler,Austria,Canoe racer
Hristo Iliev (volleyball),,Volleyball player
Christine Laser,Cameroon,East german pentathlete
Christine Mummhardt,Germany,Volleyball player
Charles Mooney,,Boxer
Clyde Sefton,Australia,Australian racing cyclist
Karl-Hans Riehm,Germany,German hammer thrower
Karla Roffeis,Germany,Volleyball player
Keith Remfry,United Kingdom,Judoka
Kevin Joyce (basketball),United States,Basketball player
Žarko Varajić,,Basketball player
Jörg Pfeifer,Germany,German sprinter
Jaime Arbós,,Field hockey player
Tom Henderson,Puerto Rico,Basketball player
Mac Cone,United States,Canadian show jumper
Guy Evéquoz,,Fencer
Hanns Jana,Germany,German fencer
Wojciech Rudy,Poland,Polish footballer
Yuriy Kutsenko,Soviet Union,Soviet decathlete
Yuriy Shapochka,,Rower
Yves Pajot,,Sailor
Gabriele Badorek,,Handball player
Pedro Millet,,Sailor
Dimitar Dimitrov (volleyball),,Volleyball player
Rolf Österreich,Germany,German pair skater
Roman Ogaza,Poland,Polish footballer
Mike McLeod,England,British distance runner
Mircea Grabovschi,,Handball player
Tommy Burleson,Puerto Rico,Basketball player
Simion Cuţov,,Boxer
Helmuts Balderis,Soviet Union,Ice hockey player
Henrik Flöjt,Finland,Olympic biathlete
Květa Petříčková,,Olympic medalist
Lajos Rácz,Hungary,Olympic wrestler
James Forbes (basketball),,Basketball player
Jaroslav Pouzar,Czechoslovakia,Ice hockey player
Dwight Jones (basketball),United States,Basketball player
Juan Arbós,,Field hockey player
Barry Dancer,,Field hockey player
Annegret Kroniger,Germany,German sprinter
Olga Mineyeva,Soviet Union,Soviet middle-distance runner
Pat Summitt,United States,Basketball player and coach
Ric Charlesworth,Australia,Cricketer and field hockey player and coach
Petra Grabowsky,,Canoe racer
Pierluigi Marzorati,,Professional basketball player
Aleksandr Golikov,Soviet Union,Russian ice hockey player
Aleksey Kamkin,Russia,Rower
David Jenkins (athlete),,Athletics (sport) competitor
Debra Sapenter,United States,American sprinter
Nadiya Rozhon,,Rower
Bernd Jakubowski,Germany,German footballer
Jiří Králík,,Ice hockey player
Joachim Griese,,Sailor
Joan Lind,United States,Olympic medalist in rowing
Ana Titlić,,Handball player
Andrzej Supron,,Olympic wrestler
Charles Thomas McMillen,United States,NULL
Cheryl Toussaint,,Athletics (sport) competitor
Christina Voß,,Handball player
Carlo Montano,Italy,Italian fencer
Jorge Llopart,,Athletics (sport) competitor
José García (field hockey),Spain,Spanish field hockey player
Karen Magnussen,United States,Figure skater
Irene Abel,Germany,Gymnast
Iskra Velinova,Bulgaria,Rower
István Joós,,Canoe racer
Jørn Didriksen,,Speed skater
Jürgen Heuser,Germany,German Olympic weightlifter
Jürgen Straub,Germany,German middle distance runner
Elvira Possekel,Germany,German sprinter
Ernő Kolczonay,Hungary,Fencer
Terry Walsh,,Field hockey player
Tim McKee,United States,American swimmer Olympic silver medalist
Lucinda Green,United Kingdom,British equestrian
Lyubov Talalaeva,,Rower
Greg Browning,,Field hockey player
Greg Gibson (wrestler),United States,Olympic wrestler
Grete Waitz,Norway,Athletics (sport) competitor
Guido Kratschmer,,Athletics (sport) competitor
Wolfgang Löwe,Germany,Volleyball player
Yordan Angelov,,Volleyball player
Yuri Yakimov,Russia,Russian rower
Gabriela Svobodová,,Cross-country skier
Gary MacDonald (swimmer),Canada,Swimmer
Peter-Michael Kolbe,Germany,Rower
Rudolf Lochner,,Bobsledder
Milan Chalupa,Czechoslovakia,Czech former professional ice hockey player
Tommaso Montano,Italy,Italian fencer
Umberto Panerai,,Water polo player
Urban Hettich,Germany,German Nordic combined skier
Valentina Zhulina,Soviet Union,Soviet rower
Silvia Siefert,,Handball player
Marc Pajot,France,Sailor
Marco Romano,Italy,Italian fencer
Jamtsyn Davaajav,,Olympic wrestler
Javier Cabot,,Field hockey player
Jay Glaser,,Sailor
Eberhard Weise,,Bobsledder
Béla Várady,Hungary,Footballer
Olena Zubko,Ukraine,Ukrainian rower
Reni Yordanova,Bulgaria,Bulgarian rower
Pyotr Zayev,Soviet Union,Soviet boxer
Alain Lebas,,Canoe racer
Richard McKinney (archer),United States,Archer
Suleiman Nyambui,Tanzania,Athletics (sport) competitor
Evelyn Kaufer,Germany,German sprinter
Daniel Senet,,Weightlifter
Bruce Ibbetson,United States,Former American Olympic rower.
Vladimir Kovalev,,Figure skater
Jochen Danneberg,,Ski jumper
Liane Michaelis,,Handball player
Filbert Bayi,,Athletics (sport) competitor
Herman Ponsteen,Netherlands,Dutch racing cyclist
Hristo Stoyanov,,Volleyball player
Ilse Kaschube,Germany,Canoe racer
Sabine Jahn,,Rower
Sabirzhan Ruziyev,Kyrgyzstan,Fencer
Kay Stenshjemmet,Norway,Speed skater
Irina Ushakova,Belarus,Fencer
Jacqueline Todten,Germany,German javelin thrower
Timothy Grubb,United Kingdom,Equestrian
Graham Windeatt,,Swimmer
Wolfgang Steinbach,Germany,German footballer
Zenon Licznerski,Poland,Polish sprinter
Zoltán Sztanity,,Canoe racer
Fred Borchelt,United States,Former American Olympic rower and Olympic silver medalist.
Gabriele Wetzko,,Swimmer
Per Knut Aaland,Norway,Norwegian cross country skier
Ryszard Podlas,Poland,Polish sprinter
Michel Vaillancourt,Canada,Equestrian
Mircea Şimon,,Boxer
Ute Rührold,,Luger
Sixto Soria,,Boxer
Mariyka Modeva,,Rower
Jan Dołgowicz,,Olympic wrestler
Juan Antonio Corbalán,Spain,Spanish professional basketball player
Juris Bērziņš,,Rower
Anke Westendorf,,Volleyball player
Antonio Gorostegui,,Sailor
Ramón Duvalón,Cuba,Boxer
Randy Smyth,United States,American Olympic Sailor
Reinhard Krull,,Field hockey player
Pyotr Pochinchuk,Belarus,Belarusian racewalker
Rüdiger Schnuphase,Germany,German footballer
Alejandro Casañas,,Athletics (sport) competitor
Aleksandr Kulagin,Russia,Soviet rower
Alexander Thieme,Germany,German sprinter
Alfonso Zamora,Mexico,Mexican boxer
Evgeni Barbakov,,Rower
Ginka Gyurova,,Rower
Nadezhda Roshchina,,Rower
Natalia Kushnir,Russia,Volleyball player
Natalya Butuzova,Soviet Union,Archer
Blanka Paulů,,Cross-country skier
Bo Gustafsson,,Athletics (sport) competitor
Brigitte Totschnig,Alps,Alpine skier
Vesna Radović,,Handball player
Vincent Lukáč,Czechoslovakia,Ice hockey player
Władysław Żmuda,Poland,Polish footballer
Jiřina Hájková,,Olympic medalist
Allan Whitwell,United Kingdom,Rower
Flo Hyman,United States,Volleyball player
Matthias Müller (footballer),Germany,German footballer
Nelli Tarakanova,,Rower
Nicuşor Eşanu,,Canoe racer
Nonka Matova,,Sport shooter
Ian Stark,,Equestrian
Ida Hubáčková,,Olympic medalist
Aivars Lazdenieks,,Rower
Carlos Girón,,Diver
John Sumegi,,Canoe racer
José María Esteban,,Canoe racer
József Balla,Hungary,Hungarian wrestler
Lusia Harris,United States,Basketball player
Mable Fergerson,,Athletics (sport) competitor
Malcolm McGowan,United Kingdom,Rower
Pedro Gamarro,Venezuela,Boxer
Dianne de Leeuw,United States,Dutch figure skater and coach
Miguel Chaves,,Field hockey player
Sergey Khlebnikov,Russia,Speed skater
Silvio Leonard,Cuba,Cuban sprinter
Steve Gregg,United States,American swimmer Olympic silver medalist
Henry Clay (rower),United Kingdom,Olympic medalist
Klaus-Dieter Kurrat,Germany,German sprinter
Krisztina Regőczy,,Figure skater
Markus Fuchs (equestrian),,Equestrian
Markus Ryffel,,Athletics (sport) competitor
Jan Hoffmann,Germany,German figure skater
Jane Bidstrup,,Curler
Janusz Bobik,,Equestrian
Joe Bottom,United States,American swimmer Olympic gold medalist former world record-holder
Joseph Mahmoud,France,French athlete
Juan Giha,Chile,Sport shooter
Juan Pellón,,Field hockey player
Aurora Dan,Romania,Fencer
Ann Meyers,,Basketball player
Anna Kondrachina,,Rower
Olga Rukavishnikova,Soviet Union,Soviet pentathlete
Olha Kolkova,,Rower
Pamela Jiles,United States,American sprinter
Renato Villalta,,Basketball player
Renzo Vecchiato,,Basketball player
Petra Boesler,,Rower
Aleksey Zhuk,Soviet Union,Soviet handball player
Rick Mitchell,Canada,Australian sprinter
Robert Kabbas,,Weightlifter
Tengiz Khubuluri,Soviet Union,Judoka
David Bell (field hockey),United States,Field hockey player
David Krmpotich,United States,Olympic medalist in rowing
David Ottley,United Kingdom,British athlete
Gerard Nijboer,Belgium,Athletics (sport) competitor
Gisela Grothaus,Germany,Canoe racer
Giuseppe Martinelli,Italy,Italian racing cyclist
Mykola Dovhan,,Rower
Björne Väggö,Sweden,Swedish fencer
Brigitte Wujak,Germany,German long jumper
Vesna Milošević,,Handball player
Jerzy Pietrzyk,Poland,Polish sprinter
András Sallay,,Figure skater
Andrew McDonald (water polo),,Water polo player
Leszek Swornowski,Poland,Polish fencer
Lilyana Vaseva,,Rower
Lisa Rohde,United States,Former American Olympic rower.
Lothar Hause,Germany,German footballer
Frank Uhlig,Germany,German footballer
Nikolina Shtereva,Bulgaria,Bulgarian middle distance runner
Imrich Bugár,,Athletics (sport) competitor
Chip Lubsen,United States,Former American Olympic rower.
Claudia Giordani,Alps,Alpine skier
Samuel Schatzmann,,Olympic medalist in equestrian
Camille Wright,United States,American swimmer Olympic silver medalist
Czesław Lang,Poland,Racing cyclist Tour de Pologne organiser
John Stillings,United States,Former American Olympic rower.
John Whitaker (equestrian),United Kingdom,International show jumper
Josep Maria Margall,Spain,Basketball player
Kaspar Simeonov,,Volleyball player
Jaime Zumalacárregui,Spain,Spanish hockey player
Elke Drüll,Germany,Olympic medalist
Timothy McLaren,,Rower
Luis María Lasúrtegui,Spain,Olympic rower
Greg Joy,,Athletics (sport) competitor
Gary Figueroa,,Water polo player
Dieter Kühn,Germany,German footballer
Romy Kermer,Germany,German pair skater
Rosalyn Bryant,United States,American sprinter
Mike Tully,United States,American pole vaulter
Véronique Trinquet,,Fencer
Stefan Dimitrov (volleyball),,Volleyball player
Heiner Dopp,,Field hockey player
Laimutė Baikauskaitė,,Athletics (sport) competitor
Marcela Moldovan-Zsak,Romania,Fencer
Margaret Kelly (swimmer),,Swimmer
Marian Woronin,Poland,Polish sprinter
John Bertrand (American sailor),,Sailor
Barbara Krug,Germany,German sprinter
Odd Lirhus,Norway,Norwegian biathlete
Olga Pivovarova,Soviet Union,Soviet rower
Olha Huzenko,,Rower
Rafael Garralda,,Field hockey player
Phillip Stekl,United States,Former American Olympic rower.
Albert Voorn,,Equestrian
Tadija Kačar,,Boxer
Tatiana Korshunova,Soviet Union,Canoe racer
Terry McLaughlin,,Sailor
Evgeni Duleev,,Rower
Mitko Todorov,,Volleyball player
Mohamed Ali Rashwan,,Judoka
Nadezhda Prishchepa,Soviet Union,Soviet rower
Brigitte Fetzer,Germany,Volleyball player
Vladimir Repev,Soviet Union,Handball player
Leszek Dunecki,,Athletics (sport) competitor
Frank Baum (footballer),Germany,German footballer
Frank Paschek,Germany,German long jumper
Nina Preobrazhenskaya,Soviet Union,Soviet rower
Nina Umanets,Soviet Union,Soviet rower
Hipólito Ramos,Cuba,Boxer
Hiroshi Michinaga,,Archer
Christian Bassemir,,Field hockey player
Christiane Wartenberg,Germany,German middle distance runner
Santiago Malgosa,,Field hockey player
Cathy Priestner,,Speed skater
Kari Eloranta,Finland,Finnish ice hockey player
Ken Tralnberg,,Curler
Elizabeth Craig (rower),,Rower
Enrico Gilardi,,Basketball player
Erkki Laine,Finland,Finnish ice hockey player
Tim Shaw (swimmer),United States,American swimmer water polo player Olympic silver medalist Sullivan Award winner
Yave Cahard,France,Racing cyclist
Paweł Skrzecz,Poland,Polish boxer
Diana Clapham,United Kingdom,Olympic medalists in equestrian
Doug Burke (water polo),,Water polo player
Roman Bierła,,Olympic wrestler
Michel Vaarten,Belgium,cyclist
Mike Dodd,United States,Volleyball player
Milan Janić,,Canoe racer
Milton Cruz,Brazil,Brazilian footballer
Tricia Smith,,Rower
Tsendiin Damdin,,Judoka
Sheila Ingram,United States,American sprinter
Slavica Jeremić,,Handball player
Steve Pickell,Canada,Swimmer/Diver
Kjell Søbak,Norway,Norwegian biathlete
Lars-Erik Moberg,,Canoe racer
Lauri Siering,United States,American swimmer Olympic silver medalist
Laurie Corbelli,United States,Volleyball player
Manuela Groß,Germany,German pair skater
Marco Bonamico,,Basketball player
Jana Lahodová,,Olympic medalist
Artur Ullrich,Germany,East German footballer
Aneta Mihaly,,Rower
Annette Schultz,,Volleyball player
Artūrs Garonskis,,Rower
Peter Rocca,United States,American swimmer Olympic silver medalist former world record-holder
Petre Capusta,,Canoe racer
Albán Vermes,,Swimmer
Alena Kyselicová,Czech Republic,Olympic field hockey player
Alfonso de Iruarrizaga,,Sport shooter
Richard Stanhope,United Kingdom,Rower
Rita Crockett,United States,Former American volleyball player who won silver at the 1984 Summer Olympics.
Robert Billingham,,Sailor
Susan Woodstra,United States,Volleyball player
Tatyana Stetsenko,Soviet Union,Soviet rower
David Grylls,United States,American racing cyclist
Bernard Rajzman,,Volleyball player
Birgit Hagen,,Olympic medalist
Bodo Rudwaleit,Germany,German footballer
Vasyl Arkhypenko,Ukraine,Ukrainian hurdler
Viktor Diduk,Soviet Union,Soviet rower
Walter Glasgow,United States,Olympic sailor
Li Yuejiu,China,Chinese gymnast
Linda Chisholm,United States,Former American volleyball player who won silver at the 1984 Summer Olympics.
Norbert Trieloff,Germany,German footballer
Horst-Ulrich Hänel,,Field hockey player
Charlotte Geer,United States,Olympic medalist in rowing
Sabine John,Germany,German heptathlete
Adolfo Horta,Cuba,Boxer
Coby van Baalen,,Equestrian
Craig Wilson (water polo),,Water polo player
John Pritchard (rower),United Kingdom,Olympic medalist
John Terwilliger,United States,Former American Olympic rower.
John Treacy,,Athletics (sport) competitor
Jorge Luís Andrade,Brazil,Brazilian footballer and manager
Joseph Atiyeh,,Olympic wrestler
Kathy McMillan,United States,American long jumper
Žoržs Tikmers,,Rower
Ingo Voge,Germany,Bobsledder
Jürgen Hingsen,Germany,Athletics (sport) competitor
Ellen Bontje,,Equestrian
Etienne De Wilde,Belgium,Road bicycle racer
Thomas Kiefer,United States,Former American Olympic rower.
Thomas Ohlsson,,Canoe racer
Tobias Frank,,Olympic medalist
Tom Darling,United States,Former American Olympic rower.
Gregory Boyer,,Water polo player
Guillermo del Riego,,Canoe racer
Wolfgang Mayrhofer,,Olympic yacht racer
Yuri Pimenov,United States,Rower
Zorica Vojinović,,Handball player
Gabriele Löwe,Germany,German sprinter
Gaby Appel,,Olympic medalist
Garry Cook,United Kingdom,British athlete
Gary Gullock,,Rower
Gennadi Kryuçkin,,Rower
Patrick Lefoulon,,Canoe racer
Paulino Monsalve,,Field hockey player
Per-Inge Bengtsson,,Canoe racer
Milada Blažková,,Olympic medalist
Valeri Kleshnyov,,Rower
Sergei Shakhrai,Soviet Union,Russian pair skater
Shirley Strong,,Athletics (sport) competitor
Kjerstin Andersen,,Handball player
Klaus Thiele,Germany,German sprinter
Larisa Tsagarayeva,Russia,Fencer
Marco Solfrini,Italy,Basketball player
Jan Shearer,New Zealand,Sailor
Dzintars Krišjānis,,Rower
Angella Taylor-Issajenko,,Athletics (sport) competitor
Anne Marden,United States,Olympic medalist in rowing
Peter Wirnsberger,Alps,Alpine skier
Petko Petkov (volleyball),,Volleyball player
Piotr Jabłkowski,Poland,Polish fencer
Rita Todorova,,Rower
Stoyan Gunchev,,Volleyball player
Debbie Green-Vargas,South Korea,Volleyball player
Nancy Lieberman,,Basketball player
Birgit Hahn,,Olympic medalist
Bobby Lohse,,Sailor
Viktor Demyanenko,Soviet Union,Boxer
Viktor Omelyanovich,Soviet Union,Soviet rower
Viktor Pereverzev,,Rower
Virginia Gilder,United States,Former American Olympic rower
Vladimir Belov (handballer),Soviet Union,Handball player
Vladimir Shkurikhin,Russia,Volleyball player
Jiří Hrdina,Czechoslovakia,Ice hockey player
Amadou Dia Ba,,Athletics (sport) competitor
Andrea Weiermann-Lietz,,Olympic medalist
Andrew Rein,United States,Olympic wrestler
Fernando Climent,Spain,Olympic rower
France Saint-Louis,Canada,Ice hockey player
Francesco Damiani,Italy,Boxer
Matthias Liebers,Germany,German footballer
Melitta Sollmann,Germany,Luger
Neil Adams (judoka),United Kingdom,Judoka
Nikolay Pimenov,United States,Rower
Ian Peel,,Sport shooter
Ignacio Solozábal,,Basketball player
Sally Clark (equestrian),,Equestrian
Carlos Roca (field hockey),,Field hockey player
Carolyn Becker,United States,Former American volleyball player who won silver at the 1984 Summer Olympics.
Curt Giles,Canada,Canadian ice hockey player
Dagmar Švubová,,Cross-country skier
Daniel Adler,Brazil,Brazilian sailor
Karin Püschel,Germany,Volleyball player
Karin Singstad,,Handball player
Kim Ok-Hwa,,Handball player
Ion Geantă,,Canoe racer
Erika Géczi,,Canoe racer
Thomas Gunst,,Field hockey player
Timo Susi,Finland,Finnish ice hockey player
Ludomir Chronowski,Poland,Polish fencer
Lutz Hoffmann,Germany,Gymnast
Héctor Herrera,,Athletics (sport) competitor
Peter Carruthers (figure skater),United States,Figure skater
Dhawee Umponmaha,Thailand,Thai boxer; silver medallist 1984 Summer Olympics
Rolf Storsveen,Norway,Norwegian biathlete
Michael Marcour,,Sailor
Miroslav Šimek,,Canoe racer
Uwe Madeja,,Canoe racer
Sergey Mindirgasov,Soviet Union,Fencer
Serik Konakbayev,Soviet Union,Boxer
Sigrid Landgraf,,Olympic medalist
Steve Bauer,Canada,Canadian racing cyclist
Krzysztof Zwoliński,Poland,Polish sprinter
Laurent Vial,Switzerland,Swiss racing cyclist
Marilyn Brain,,Rower
Marin Gheorghe,,Rower
Mariusz Strzałka,Poland,Fencer
Duncan McDougall (rower),United Kingdom,Rower
Juan Antonio San Epifanio,Spain,Spanish professional basketball player
Juan Coghen,,Field hockey player
Jukka Virtanen (ice hockey),Finland,Finnish ice hockey player
Julie Vollertsen,United States,Volleyball player
Angela Schneider,,Rower
Anne Kursinski,United States,Equestrian
Arnold Kadlec,Czech Republic,Czech ice hockey player
Oleksandr Sorokalet (volleyball),Ukraine,Volleyball player
Radmila Drljača,,Handball player
Philippe Delrieu,France,French fencer
Alain Bondue,France,French racing cyclist
Aleksandr Koshkyn,Soviet Union,Boxer
Alfred Achermann,Switzerland,Swiss racing cyclist
Roberto Brunamonti,,Basketball player
David Clark (rower),,Rower
Gilmar Rinaldi,Brazil,Brazilian footballer
Molly Killingbeck,,Athletics (sport) competitor
Nadiya Filipova,,Rower
Bert Cameron,,Athletics (sport) competitor
Bobby Hackett (swimmer),United States,American swimmer Olympic silver medalist former world record-holder
Brian Peaker,,Rower
Viktor Miroshnichenko,Soviet Union,Boxer
Vladimir Lapitsky,Belarus,Fencer
Vladimir Nikitin,,Cross-country skier
Jiří Lála,Czechoslovakia,Ice hockey player
Andreas Trautmann,Germany,German footballer
Andrzej Lis,Poland,Polish fencer
Lenka Vymazalová,,Olympic medalist
Ferenc Hegedűs,Hungary,Fencer
Fernando Romay,,Basketball player
Martina Hallmen,,Olympic medalist
Hortência Marcari,,Basketball player
Cheryl Gibson,Canada,Swimmer
Chris Mahoney (rower),United Kingdom,Rower
Chris Steinfeld,United States,Sailor
Christin Cooper,United States,Alpine skier
Saida Gunba,,Athletics (sport) competitor
Sam St. Laurent,Canada,Ice hockey player
Wendy Smith-Sly,United Kingdom,British athlete
Cornelia Linse,,Rower
Czesława Kościańska,,Rower
Dárius Rusnák,Czechoslovakia,Slovak ice hockey player
José Luis Llorente,,Basketball player
José Manuel Beirán,,Basketball player
Katharina Bullin,Germany,Volleyball player
Kelly Rickon,United States,Former American Olympic rower.
Kevin Barry (boxer),Denmark,New Zealand boxer
Kevin Robertson,,Water polo player
Jacques Demers (weightlifter),,Weightlifter
Tim Mayotte,United States,American tennis player
Lucia Sauca,,Rower
Hanne Hegh,,Handball player
Patricia Ott,,Olympic medalist
Pekka Tuomisto,Finland,Finnish ice hockey player
Per Carlén,,Handball player
Peter Campbell (water polo),,Water polo player
Peter Holmberg,,Sailor
Peter Leone,United States,Olympic medalist in equestrian
Dimants Krišjānis,,Rower
Don Bartlett,Canada,Curler
Douglas Kimbell,,Water polo player
Ron Boudrie,Netherlands,Volleyball player
Rose Magers,United States,Volleyball player
Michael Bach (rower),United States,Former American Olympic rower.
Michael Carter (athlete),United States,American football player
Michael Whitaker,,Equestrian
Mike McFarlane,England,English sprinter
Tulio Díaz,,Fencer
Ursula Thielemann,,Field hockey player
Sergey Belyayev,,Sport shooter
Sergey Danilin,Russia,Russian luger
Sergey Koryashkin,Soviet Union,Fencer
Stefan Blöcher,,Field hockey player
Steve Cram,England,British middle distance runner
Henry Stöhr,,Judoka
Konstantin Volkov (athlete),Russia,Soviet/Russian pole vaulter
Mariana Constantin,,Gymnast
Marita Payne,Barbados,Athletics (sport) competitor
Marta Urbanová,,Olympic medalist
Dušan Pašek,Czechoslovakia,Ice hockey player
Edmar Bernardes,Brazil,Brazilian footballer and manager
Juha Hirvi,,Sport shooter
Kai Suikkanen,Finland,Finnish ice hockey player
Reijo Ruotsalainen,Finland,Ice hockey player
Renan Dal Zotto,,Volleyball player
Alan Forney,Malaysia,American Olympic rower
Alan Mouchawar,,Water polo player
Aleksandr Panfilov,Soviet Union,Soviet racing cyclist
Alexander Batyuk,,Cross-country skier
Susanne Schmid,,Olympic medalist
Bernardo Piñango,,Boxer
Bettina Schmidt,Germany,Luger
Vali Ionescu,,Athletics (sport) competitor
Vasily Tikhonov,Soviet Union,Soviet rower
Viera Podhányiová,,Olympic medalist
Jeung Soon-Bok,,Handball player
Jody Campbell,,Water polo player
András Rajna,,Canoe racer
Andreas Knebel,Germany,German sprinter
Andrey Alshan,Azerbaijan,Fencer
Linda Fratianne,,Figure skater
Linda Jezek,United States,American swimmer Olympic silver medalist former world record-holder former world champion
Lisa Martin,Australia,Australian long distance runner
Fernando Arcega,,Basketball player
Martina Schmidt,Germany,Volleyball player
Matthias Gey,Germany,Fencer
Necmi Gençalp,Turkey,Olympic wrestler
Hubert Neuper,,Ski jumper
Chiang Tai-Chuan,,Baseball player
Christina Moser,,Olympic medalist
Ademir Roque Kaefer,Brazil,Association footballer
Carina Ljungdahl,,Swimmer
Corinna Lingnau,,Olympic medalist
Karl-Joachim Hürter,,Olympic medalist
Keith Notary,,Sailor
Kent-Olle Johansson,,Olympic wrestler
Željko Obradović,Yugoslavia,Serbian basketball player basketball coach
Jörg Schmidt,,Canoe racer
Eva Karlsson,,Canoe racer
Tiina Lillak,Finland,Finnish javelin thrower
Timo Blomqvist,Finland,Finnish ice hockey player
Manfred Deckert,Germany,German ski jumper
Grace Jackson,,Athletics (sport) competitor
Gregory Springer,United States,Former American Olympic rower.
Yurik Sarkisyan,Armenia,Weightlifter
Patrick McDonough (cyclist),United States,American racing cyclist
Paul Reedy,,Rower
Devon Morris,Jamaica,Jamaican sprinter
Dirk Crois,,Rower
Rolf Thorsen,,Rower
Michael Paul (handballer),,Handball player
Miguel de Paz,,Field hockey player
Miran Tepeš,,Ski jumper
Tommy Karls,,Canoe racer
Tong Fei,,Olympic artistic gymnast
Ulf Hoffmann,Germany,Gymnast
Ute Kostrzewa,Germany,Volleyball player
Hans Wallén,,Sailor
Kitty Carruthers,United States,Figure skater
Kristin Midthun,,Handball player
Lance Deal,,Athletics (sport) competitor
James Bergeson,,Water polo player
Edward Ives (rower),United States,Former American Olympic rower
Ekkhard Schmidt-Opper,,Olympic medalist
Arto Ruotanen,Finland,Finnish ice hockey player
Barry Davis (amateur wrestler),,Olympic wrestler
Anthony Lovrich,,Rower
Pål Gunnar Mikkelsplass,Norway,Cross-country skier
Radmila Savić,,Handball player
Ria Visser,Netherlands,Dutch speed skater sports journalist and television presenter
Petr Málek,,Sport shooter
Al Lawrence (athlete),,Athletics (sport) competitor
Aleksandr Dumchev,Soviet Union,Soviet rower
Robert Berland,United States,Judoka
Svetlana Demina,,Sport shooter
Dave Hannan,Canada,Ice hockey player
Dave Tippett,Canada,Canadian ice hockey player
Gina Torrealva,,Volleyball player
Brian Orser,United States,Retired Canadian professional figure skater
Veniamin But,Soviet Union,Soviet rower
Viktor Kuznetsov (swimmer),,Swimmer
Vladimir Shestakov,Soviet Union,Judoka
Jeanne Beauprey,United States,Former American volleyball player who won silver at the 1984 Summer Olympics.
Andrea Heim,Germany,Volleyball player
Andrew Sudduth,,Rower
Lee Sang-Hyo,,Handball player
Lo Chen-Jung,,Baseball player
Frank Beck (fencer),Germany,German fencer
Matt Ghaffari,Iran,Olympic wrestler professional wrestler
Mauro Galvão,Brazil,Brazilian football player/manager
Howard Burnett (athlete),,Athletics (sport) competitor
Salvatore Todisco,,Boxer
Sarah Glaser,United States,Sailor
Agneta Mårtensson,,Swimmer
Willie de Wit,,Lawyer and boxer
Kelly Kryczka,Canada,Canadian synchronized swimmer
Erik Hajas,,Handball player
Thomas Gerull,Germany,Fencer
Tina Gustafsson,,Swimmer
Todd Bennett,United Kingdom,British athlete
Guillaume LeBlanc,Canada,Athletics (sport) competitor
Yoshihiro Kitazawa,,Speed skater
Zenon Jaskuła,Poland,Road racing cyclist
Zhou Peishun,China,Chinese weightlifter
Zoran Čutura,Croatia,Croatian basketball player
Peter Elliott (athlete),England,Athletics (sport) competitor
Rolf-Göran Bengtsson,Sweden,Swedish show jumper
Michele Mitchell,United States,Diver
Mike Whitmarsh,United States,Beach volleyball player
Uwe Messerschmidt,Germany,German racing cyclist
Sergio Casal,Spain,Spanish tennis player
Stepan Sarkisyan,Armenia,Olympic wrestler
Heidi Sundal,,Handball player
Heike Lehmann,Germany,German former volleyball player
Helena Peterson,Sweden,Swedish swimmer
Lázaro Martínez,,Athletics (sport) competitor
Lazaro Valle,,Baseball player
Marc Meiling,,Judoka
Maria Paula Silva,,Basketball player
Marit Söderström,Sweden,Swedish Sailor
Mark Leduc,,Boxer
Jane Tregunno,Canada,Rower
Kalle Sundqvist,,Canoe racer
Arne Nielsson,,Canoe racer
Arnold Jonke,,Rower
Péter Abay,Hungary,Fencer
Raimonds Vilde,Latvia,Volleyball player
Phil Brown (athlete),United Kingdom,British athlete
Primož Ulaga,,Ski jumper
Robert Molle,Canada,Olympic wrestler and Canadian football player
Georgeta Gabor,Romania,Gymnast
Morgan Reeser,United States,Sailor
